index,store_ID_x,store_ID_y,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,sales
472241,568,568,2,16/12/2014,478,1,1,0,0,6857
141700,706,706,6,30/05/2015,623,1,0,0,0,7435
358982,1104,1104,3,20/02/2013,368,1,1,0,0,4739
107558,564,564,7,24/11/2013,0,0,0,0,0,0
151783,362,362,2,05/11/2013,1323,1,1,0,0,11459
24736,301,301,6,21/06/2014,437,1,0,0,0,4139
645953,72,72,2,21/07/2015,425,1,0,0,0,3439
699988,113,113,1,26/05/2014,531,1,0,0,0,5066
581476,1110,1110,1,13/05/2013,714,1,1,0,0,6723
689536,234,234,7,07/12/2014,0,0,0,0,0,0
411784,745,745,2,05/02/2013,880,1,1,0,1,9570
48210,1055,1055,2,25/11/2014,1116,1,1,0,0,10006
484571,1023,1023,4,20/03/2014,521,1,1,0,0,4890
140035,738,738,7,02/11/2014,0,0,0,0,0,0
231969,938,938,3,22/01/2014,934,1,1,0,0,9176
66664,744,744,3,12/03/2014,707,1,0,0,0,5596
85296,7,7,7,20/07/2014,0,0,0,0,0,0
420153,122,122,2,19/02/2013,624,1,1,0,0,5274
510335,737,737,3,19/11/2014,732,1,0,0,0,4647
96815,18,18,5,26/06/2015,705,1,0,0,0,6182
197214,503,503,2,07/05/2013,412,1,0,0,0,5396
638544,163,163,7,24/03/2013,0,0,0,0,0,0
198646,842,842,3,18/03/2015,1029,1,1,0,0,16088
297446,45,45,7,01/09/2013,0,0,0,0,0,0
673300,180,180,6,05/04/2014,876,1,0,0,0,7077
478057,690,690,4,19/12/2013,1027,1,1,0,0,7526
533325,905,905,4,24/10/2013,1450,1,1,0,1,11310
430864,297,297,7,05/04/2015,0,0,0,0,0,0
212876,444,444,5,06/02/2015,1482,1,1,0,0,13914
423508,105,105,3,25/06/2014,560,1,0,0,0,3736
141883,347,347,1,08/04/2013,370,1,1,0,0,4762
399633,454,454,3,12/06/2013,795,1,0,0,0,5376
16379,879,879,3,16/10/2013,240,1,0,0,0,2261
625637,480,480,2,31/03/2015,756,1,1,0,1,7296
271833,445,445,3,03/09/2014,1370,1,1,0,0,8877
193171,30,30,4,05/03/2015,804,1,1,0,0,5491
117189,1015,1015,4,11/06/2015,453,1,0,0,0,5070
481969,910,910,4,16/01/2014,469,1,0,0,0,4238
455820,135,135,7,12/07/2015,0,0,0,0,0,0
281455,1008,1008,1,21/10/2013,875,1,1,0,0,6500
513560,555,555,5,12/07/2013,474,1,0,0,0,4826
234148,89,89,4,18/06/2015,566,1,1,0,0,6127
650521,1105,1105,5,05/12/2014,828,1,1,0,0,7530
134894,721,721,4,18/09/2014,719,1,1,0,0,7017
195896,464,464,3,24/07/2013,1170,1,0,0,1,8242
285874,875,875,4,07/05/2015,547,1,1,0,0,6513
252498,774,774,4,30/01/2014,614,1,0,0,0,4257
109764,884,884,2,08/01/2013,512,1,1,0,0,5805
323447,1063,1063,5,18/10/2013,507,1,0,0,0,3397
488898,999,999,3,27/11/2013,636,1,0,0,0,8943
682338,66,66,7,10/08/2014,0,0,0,0,0,0
642519,262,262,3,24/06/2015,2780,1,0,0,0,16249
504526,115,115,4,06/03/2014,528,1,1,0,1,6990
225025,962,962,3,25/03/2015,668,1,0,0,0,4431
19809,159,159,4,30/07/2015,713,1,1,0,0,8741
15224,418,418,1,04/05/2015,773,1,1,0,0,9252
200995,495,495,1,16/06/2014,484,1,1,0,1,7047
10052,945,945,5,06/09/2013,544,1,0,0,0,3704
338720,748,748,6,05/10/2013,508,1,0,0,0,5743
167862,922,922,1,23/09/2013,802,1,1,0,0,8072
596823,555,555,3,07/01/2015,502,1,1,0,0,6027
598379,279,279,2,06/01/2015,0,0,1,a,0,0
280599,95,95,6,12/01/2013,467,1,0,0,0,4119
647382,461,461,1,10/03/2014,396,1,0,0,0,3086
19632,10,10,5,30/08/2013,655,1,1,0,0,6448
386532,28,28,4,11/07/2013,668,1,0,0,0,5732
445507,864,864,4,04/07/2013,640,1,1,0,0,4849
225701,897,897,4,05/12/2013,420,1,1,0,0,4214
530625,876,876,7,10/03/2013,0,0,0,0,0,0
40500,825,825,5,09/01/2015,560,1,1,0,0,4908
186818,498,498,7,08/02/2015,0,0,0,0,0,0
174411,806,806,4,13/06/2013,368,1,0,0,0,3823
283494,713,713,2,23/12/2014,1768,1,0,0,1,14364
273185,86,86,2,14/05/2013,716,1,1,0,0,5615
206798,370,370,3,17/07/2013,619,1,1,0,0,8505
315443,343,343,3,26/06/2013,571,1,0,0,0,5218
387313,495,495,3,18/03/2015,397,1,1,0,0,5140
497406,652,652,3,20/02/2013,626,1,1,0,1,6584
439231,715,715,4,14/03/2013,629,1,0,0,0,5432
685958,48,48,1,21/01/2013,590,1,1,0,0,5616
345637,275,275,2,28/01/2014,675,1,0,0,0,6039
658942,894,894,3,17/04/2013,876,1,0,0,0,6090
494411,280,280,2,01/10/2013,498,1,0,0,0,5048
480704,736,736,6,30/03/2013,752,1,0,0,0,8148
431255,1015,1015,3,05/06/2013,454,1,1,0,0,5690
88638,1079,1079,6,08/03/2014,501,1,0,0,0,5937
185750,739,739,3,12/06/2013,536,1,0,0,0,5769
703407,1039,1039,1,15/12/2014,1381,1,1,0,0,12658
179145,540,540,6,01/06/2013,382,1,0,0,0,4684
583036,949,949,3,28/05/2014,399,1,0,0,0,4207
114104,348,348,4,21/05/2015,725,1,1,0,0,9277
326874,990,990,3,15/05/2013,561,1,1,0,0,6708
250022,1090,1090,4,12/06/2014,778,1,0,0,0,6467
290454,396,396,4,08/01/2015,1259,1,1,0,0,11730
676816,1104,1104,1,31/03/2014,600,1,1,0,0,8957
638524,886,886,5,11/01/2013,651,1,1,0,0,6928
9694,114,114,1,24/11/2014,715,1,1,0,0,7504
368651,26,26,2,21/05/2013,507,1,0,0,0,5697
236575,941,941,6,25/07/2015,443,1,0,0,0,4508
114675,601,601,6,11/04/2015,443,1,0,0,0,5212
560678,870,870,3,22/01/2014,848,1,1,0,0,6872
704304,977,977,3,21/05/2014,545,1,1,0,0,4751
310890,54,54,2,19/08/2014,669,1,1,0,1,7502
548474,870,870,1,20/05/2013,0,0,0,a,0,0
159220,767,767,6,12/01/2013,347,1,0,0,0,3265
57888,986,986,7,28/06/2015,0,0,0,0,0,0
660486,171,171,5,25/04/2014,746,1,0,0,1,6242
160146,617,617,5,05/04/2013,641,1,0,0,1,6009
501044,409,409,3,29/04/2015,714,1,1,0,0,7578
540739,519,519,4,02/05/2013,734,1,1,0,0,6975
480452,800,800,7,21/09/2014,0,0,0,0,0,0
678367,929,929,1,29/04/2013,857,1,1,0,0,7388
506857,57,57,3,12/02/2014,924,1,0,0,0,9166
133127,1065,1065,4,24/01/2013,455,1,1,0,0,3873
645833,717,717,1,16/03/2015,805,1,1,0,0,8774
317600,714,714,5,17/07/2015,427,1,1,0,0,6218
50319,334,334,3,25/03/2015,475,1,0,0,0,4034
296271,655,655,4,03/01/2013,438,1,0,0,1,4337
468982,940,940,2,17/12/2013,1075,1,1,0,0,12437
484062,95,95,5,28/02/2014,836,1,0,0,1,7127
408182,441,441,2,14/01/2014,544,1,0,0,0,4170
377734,871,871,3,13/03/2013,348,1,0,0,0,4694
62759,555,555,7,23/02/2014,0,0,0,0,0,0
520698,1100,1100,1,09/06/2014,0,0,0,a,0,0
404364,673,673,2,09/06/2015,551,1,0,0,0,6795
567851,981,981,5,15/03/2013,823,1,0,0,0,7265
317980,958,958,2,03/06/2014,609,1,1,0,0,4833
238641,398,398,4,29/01/2015,460,1,1,0,0,4599
6299,532,532,7,14/04/2013,0,0,0,0,0,0
546816,1036,1036,7,01/09/2013,0,0,0,0,0,0
592973,924,924,2,13/05/2014,446,1,0,0,0,3808
46636,630,630,2,11/03/2014,887,1,0,0,0,6615
667865,607,607,5,05/04/2013,442,1,0,0,1,4028
94652,482,482,5,10/07/2015,802,1,0,0,0,7067
290876,929,929,7,17/08/2014,0,0,0,0,0,0
699095,468,468,6,27/07/2013,788,1,0,0,0,6289
570712,854,854,5,20/12/2013,1081,1,1,0,0,11742
154045,608,608,2,06/01/2015,0,0,1,a,0,0
98628,452,452,1,21/10/2013,570,1,1,0,0,6921
28253,796,796,5,07/02/2014,612,1,1,0,0,6408
415071,980,980,2,30/04/2013,806,1,1,0,0,10003
363310,1054,1054,2,09/06/2015,561,1,0,0,0,5125
351946,795,795,4,21/03/2013,505,1,1,0,0,4659
188792,450,450,6,06/04/2013,1370,1,0,0,0,9222
110087,485,485,3,14/05/2014,399,1,0,0,0,4205
6451,88,88,3,29/01/2014,544,1,0,0,0,4648
190954,868,868,4,11/07/2013,604,1,0,0,1,8710
633285,518,518,1,18/03/2013,593,1,1,0,0,8058
519542,822,822,1,22/06/2015,464,1,0,0,0,5263
184300,51,51,1,18/05/2015,581,1,1,0,0,8970
474035,148,148,4,01/01/2015,0,0,0,a,1,0
424453,339,339,6,15/11/2014,603,1,0,0,0,4190
96666,613,613,7,16/06/2013,0,0,0,0,0,0
553469,815,815,7,21/07/2013,0,0,0,0,0,0
85062,872,872,1,01/04/2013,0,0,0,b,1,0
323680,869,869,1,17/02/2014,1235,1,1,0,1,9980
97767,866,866,6,10/05/2014,554,1,0,0,0,7423
68737,517,517,1,15/07/2013,844,1,1,0,1,8913
365034,943,943,2,03/09/2013,598,1,0,0,1,6465
651582,483,483,1,08/06/2015,657,1,0,0,0,4576
235789,388,388,2,01/10/2013,1069,1,0,0,0,9072
146,241,241,5,17/10/2014,672,1,0,0,1,5942
357651,761,761,5,04/10/2013,1027,1,0,0,1,8818
579058,696,696,5,25/07/2014,799,1,0,0,1,5843
370271,1042,1042,1,17/03/2014,721,1,1,0,0,6382
497679,134,134,4,23/01/2014,489,1,1,0,0,5022
28848,781,781,3,28/01/2015,765,1,1,0,0,6047
355708,36,36,6,17/08/2013,999,1,0,0,0,8307
94507,948,948,2,20/08/2013,1237,1,0,0,1,4463
97450,366,366,3,21/05/2014,596,1,1,0,0,5887
447837,634,634,2,03/06/2014,772,1,1,0,0,9014
250027,104,104,7,10/03/2013,0,0,0,0,0,0
17474,319,319,4,12/12/2013,913,1,0,0,0,8533
251112,237,237,3,04/06/2014,636,1,1,0,0,5120
13846,70,70,2,05/08/2014,682,1,1,0,1,7557
420044,675,675,3,23/07/2014,347,1,0,0,1,3003
98905,354,354,5,25/04/2014,587,1,0,0,1,6007
684107,1009,1009,7,22/06/2014,0,0,0,0,0,0
142007,1,1,7,05/10/2014,0,0,0,0,0,0
441707,262,262,6,14/03/2015,2941,1,0,0,0,17133
226788,293,293,2,07/07/2015,703,1,0,0,0,5088
514458,405,405,2,17/12/2013,775,1,1,0,0,9714
415063,68,68,4,25/09/2014,942,1,0,0,0,5368
527250,528,528,4,08/01/2015,836,1,1,0,0,11165
45854,1025,1025,4,16/07/2015,967,1,1,0,0,8772
450683,429,429,6,13/07/2013,444,1,0,0,0,4900
629399,641,641,7,31/05/2015,0,0,0,0,0,0
206733,97,97,2,21/04/2015,559,1,0,0,0,4620
580885,1075,1075,7,19/04/2015,0,0,0,0,0,0
105253,766,766,6,27/06/2015,597,1,0,0,0,6625
187164,680,680,5,20/09/2013,669,1,0,0,0,4030
17135,644,644,5,03/05/2013,1160,1,1,0,0,10463
264412,331,331,3,05/03/2014,1064,1,1,0,0,8800
125722,758,758,2,24/09/2013,661,1,1,0,0,4869
67624,4,4,4,13/06/2013,1086,1,0,0,0,7680
530247,107,107,1,20/07/2015,1043,1,0,0,0,7669
297485,728,728,1,11/02/2013,194,1,0,0,0,2026
51152,1062,1062,5,12/12/2014,537,1,0,0,0,6088
599681,64,64,2,07/05/2013,733,1,0,0,0,8659
347292,1106,1106,6,13/06/2015,347,1,0,0,0,2950
651240,965,965,1,30/06/2014,1285,1,1,0,0,15210
109780,59,59,2,07/07/2015,577,1,0,0,0,5007
445338,189,189,1,21/10/2013,989,1,1,0,0,11201
308669,569,569,4,12/06/2014,740,1,0,0,0,5010
284337,422,422,3,11/02/2015,424,1,0,0,0,3829
677429,399,399,4,26/02/2015,560,1,0,0,0,5518
185458,1031,1031,7,25/05/2014,0,0,0,0,0,0
369739,1060,1060,1,28/01/2013,714,1,0,0,0,4918
133494,508,508,2,01/01/2013,0,0,0,a,1,0
343758,40,40,4,28/05/2015,527,1,0,0,0,3764
11094,531,531,5,27/12/2013,625,1,0,0,1,4573
32706,114,114,3,26/11/2014,619,1,1,0,0,6407
100131,814,814,6,16/02/2013,496,1,0,0,0,5856
406739,841,841,7,06/04/2014,0,0,0,0,0,0
410689,562,562,1,11/03/2013,3263,1,0,0,0,18136
39529,265,265,7,26/07/2015,0,0,0,0,0,0
369013,437,437,6,04/05/2013,1048,1,0,0,0,9588
96159,427,427,3,29/01/2014,587,1,0,0,0,4943
152413,637,637,5,09/01/2015,778,1,1,0,0,10451
228794,891,891,1,10/11/2014,1209,1,1,0,0,9308
665760,328,328,2,30/12/2014,611,1,0,0,1,5403
417050,872,872,4,02/01/2014,753,1,0,0,1,7951
534147,505,505,3,07/05/2014,651,1,1,0,0,5359
79731,578,578,5,15/03/2013,672,1,0,0,0,6637
456232,342,342,2,27/05/2014,737,1,0,0,0,9208
265687,79,79,6,28/09/2013,378,1,0,0,0,3589
348615,213,213,3,21/08/2013,548,1,0,0,1,5623
660964,772,772,1,05/05/2014,662,1,1,0,0,5039
480261,978,978,2,07/07/2015,893,1,0,0,0,6878
4521,621,621,1,14/07/2014,893,1,1,0,1,7554
2137,918,918,6,27/07/2013,315,1,0,0,0,3086
573410,64,64,5,20/02/2015,884,1,1,0,0,11856
157449,857,857,3,20/11/2013,904,1,1,0,0,6791
644143,215,215,6,18/04/2015,545,1,0,0,0,6301
425042,586,586,2,09/06/2015,2115,1,0,0,0,13494
622286,171,171,7,09/03/2014,0,0,0,0,0,0
463546,995,995,2,29/10/2013,628,1,0,0,1,6630
194805,927,927,7,14/12/2014,0,0,0,0,0,0
597819,483,483,1,22/06/2015,600,1,0,0,0,4282
391219,870,870,7,01/06/2014,0,0,0,0,0,0
676188,177,177,7,30/11/2014,0,0,0,0,0,0
393883,249,249,1,10/06/2013,483,1,0,0,0,4199
52049,196,196,1,06/10/2014,836,1,1,0,1,7101
155085,88,88,7,14/04/2013,0,0,0,0,0,0
479804,594,594,1,08/04/2013,582,1,1,0,0,5911
147679,958,958,1,06/05/2013,759,1,0,0,0,5716
197536,828,828,7,22/09/2013,0,0,0,0,0,0
174299,503,503,4,11/07/2013,442,1,0,0,0,5264
33682,905,905,4,22/08/2013,1192,1,0,0,1,6751
112738,755,755,3,31/07/2013,1033,1,1,0,1,12717
254808,999,999,5,12/06/2015,605,1,0,0,0,8192
640514,200,200,7,26/01/2014,0,0,0,0,0,0
609670,916,916,3,10/12/2014,703,1,0,0,0,5518
10351,70,70,4,04/12/2014,810,1,1,0,0,8759
293798,603,603,3,26/06/2013,710,1,0,0,0,4586
536130,745,745,1,22/04/2013,1001,1,1,0,0,11420
374345,161,161,5,08/03/2013,920,1,1,0,0,7685
203331,117,117,4,26/03/2015,464,1,0,0,0,3720
55092,31,31,6,06/07/2013,520,1,0,0,0,4570
668843,989,989,6,14/09/2013,340,1,0,0,0,2776
455907,421,421,4,02/10/2014,1085,1,1,0,0,10156
218506,949,949,4,30/10/2014,432,1,0,0,1,4303
584340,846,846,7,16/02/2014,0,0,0,0,0,0
128952,65,65,1,04/03/2013,651,1,1,0,0,7967
629390,626,626,3,27/11/2013,660,1,0,0,0,7339
90511,301,301,2,05/08/2014,632,1,1,0,1,6052
645688,533,533,4,31/10/2013,1055,1,0,0,0,10808
584519,44,44,3,12/06/2013,574,1,0,0,0,4334
138043,231,231,2,31/12/2013,256,1,0,0,1,2475
365278,960,960,6,21/06/2014,550,1,0,0,0,5928
555736,726,726,7,19/04/2015,0,0,0,0,0,0
378612,296,296,6,30/05/2015,491,1,0,0,0,4606
649385,80,80,2,29/04/2014,611,1,1,0,0,8368
436214,1068,1068,5,31/05/2013,422,1,1,0,1,6833
378864,1085,1085,5,11/04/2014,810,1,0,0,0,7454
497416,985,985,6,07/12/2013,918,1,0,0,0,9566
18859,670,670,7,22/03/2015,0,0,0,0,0,0
448504,455,455,7,24/03/2013,0,0,0,0,0,0
38165,959,959,3,24/12/2014,600,1,0,0,1,5687
216337,627,627,6,30/11/2013,778,1,0,0,0,7538
278033,312,312,2,28/04/2015,600,1,1,0,0,6518
25780,818,818,5,05/04/2013,525,1,0,0,1,4647
206011,318,318,7,03/05/2015,0,0,0,0,0,0
157413,1019,1019,2,22/01/2013,834,1,1,0,0,10686
6527,62,62,6,02/11/2013,475,1,0,0,0,4362
215628,939,939,3,10/04/2013,543,1,1,0,0,5517
309925,1035,1035,4,29/08/2013,666,1,1,0,0,5654
498584,62,62,1,23/12/2013,1220,1,0,0,1,10941
324564,725,725,1,15/07/2013,721,1,1,0,1,7797
656654,663,663,5,15/05/2015,900,1,0,0,0,6376
83107,22,22,7,12/07/2015,0,0,0,0,0,0
294722,551,551,7,10/02/2013,0,0,0,0,0,0
137484,433,433,1,23/03/2015,576,1,0,0,0,4414
118996,504,504,6,27/12/2014,1070,1,0,0,1,7314
354602,281,281,6,14/06/2014,566,1,0,0,0,5276
107488,697,697,1,25/02/2013,775,1,0,0,0,6863
704049,968,968,4,17/04/2014,1253,1,1,0,0,10822
154406,175,175,1,26/01/2015,687,1,1,0,0,6308
372291,69,69,7,06/01/2013,0,0,0,0,1,0
294060,833,833,2,10/03/2015,442,1,0,0,0,4762
440998,602,602,7,22/12/2013,0,0,0,0,0,0
564755,390,390,3,25/03/2015,1003,1,0,0,0,10599
136773,133,133,6,27/04/2013,399,1,0,0,0,3642
475785,192,192,7,11/05/2014,0,0,0,0,0,0
456761,445,445,2,31/03/2015,1093,1,1,0,1,8584
583566,8,8,4,27/06/2013,635,1,0,0,1,4961
612374,969,969,6,20/07/2013,452,1,0,0,0,2109
481540,827,827,3,12/11/2014,1405,1,1,0,0,10717
34334,648,648,2,28/04/2015,605,1,1,0,0,8128
690332,373,373,7,09/02/2014,0,0,0,0,0,0
124101,1095,1095,2,14/05/2013,798,1,1,0,0,5949
497510,493,493,7,16/02/2014,0,0,0,0,0,0
148682,148,148,3,15/05/2013,858,1,1,0,0,9197
587743,94,94,2,25/02/2014,539,1,0,0,0,5057
246338,1000,1000,1,17/02/2014,808,1,1,0,0,8786
243068,991,991,6,26/10/2013,560,1,0,0,0,5548
252800,153,153,2,09/12/2014,607,1,0,0,0,7770
370820,501,501,5,20/03/2015,574,1,1,0,0,5073
415644,446,446,5,12/07/2013,641,1,0,0,0,4141
446998,806,806,4,21/02/2013,554,1,1,0,0,7194
602115,972,972,4,11/04/2013,373,1,1,0,0,3118
92364,946,946,6,05/07/2014,351,1,0,0,0,2734
329732,203,203,7,14/09/2014,0,0,0,0,0,0
165298,679,679,4,14/03/2013,861,1,0,0,0,7254
332412,346,346,5,13/12/2013,641,1,0,0,0,6854
377750,341,341,5,21/11/2014,716,1,0,0,0,4747
404811,300,300,1,13/05/2013,834,1,1,0,0,6736
634483,603,603,2,23/09/2014,901,1,0,0,0,5948
246704,555,555,3,06/03/2013,527,1,1,0,0,5606
431063,1022,1022,3,18/09/2013,678,1,0,0,0,4812
221656,622,622,3,17/12/2014,548,1,1,0,0,6554
146053,123,123,3,24/04/2013,1226,1,1,0,0,9398
528839,809,809,3,24/12/2014,596,1,0,0,1,6361
281112,167,167,2,18/02/2014,1194,1,1,0,0,11243
147031,730,730,5,17/04/2015,968,1,1,0,0,7626
358813,387,387,2,04/11/2014,1290,1,1,0,0,11282
445164,613,613,7,16/02/2014,0,0,0,0,0,0
709105,17,17,2,11/02/2014,723,1,0,0,0,4934
597370,510,510,5,02/08/2013,827,1,1,0,1,8263
535146,110,110,6,07/09/2013,443,1,0,0,0,2937
122132,675,675,6,05/04/2014,253,1,0,0,0,2282
500975,20,20,2,30/06/2015,1053,1,1,0,0,11417
233535,708,708,3,11/09/2013,442,1,1,0,0,4166
135369,738,738,4,09/07/2015,603,1,0,0,1,7397
143674,821,821,6,17/05/2014,600,1,0,0,0,4499
372315,601,601,7,07/06/2015,0,0,0,0,0,0
671493,185,185,2,06/01/2015,637,1,1,0,0,9127
559152,358,358,1,20/04/2015,1006,1,0,0,0,8344
269818,406,406,2,07/01/2014,493,1,1,0,1,6183
91548,769,769,5,20/09/2013,3016,1,0,0,0,11108
326946,415,415,1,10/03/2014,473,1,0,0,0,5207
84574,593,593,1,01/04/2013,0,0,0,b,1,0
96699,647,647,1,03/02/2014,986,1,1,0,0,9580
19849,466,466,4,12/06/2014,788,1,0,0,0,6820
217343,712,712,6,04/05/2013,533,1,0,0,0,5647
152945,384,384,7,20/10/2013,0,0,0,0,0,0
694854,49,49,7,28/12/2014,0,0,0,0,0,0
182420,736,736,4,10/10/2013,519,1,1,0,0,5758
652452,268,268,5,28/06/2013,601,1,0,0,1,5433
596043,99,99,2,10/03/2015,401,1,0,0,0,3804
10713,175,175,5,22/08/2014,655,1,1,0,0,5714
643165,579,579,1,20/05/2013,0,0,0,a,0,0
258203,1073,1073,5,13/03/2015,933,1,0,0,0,7177
317539,26,26,3,24/06/2015,416,1,0,0,0,4750
248444,83,83,2,26/05/2015,387,1,0,0,1,4433
412857,957,957,7,24/11/2013,0,0,0,0,0,0
330022,818,818,5,29/03/2013,0,0,1,b,1,0
265041,85,85,6,21/09/2013,639,1,0,0,0,4374
612655,159,159,3,27/11/2013,594,1,0,0,0,6098
230455,573,573,4,24/04/2014,259,1,0,0,1,2606
303232,233,233,5,04/04/2014,1141,1,1,0,0,10944
214701,913,913,2,29/01/2013,851,1,0,0,0,6116
447987,722,722,5,14/03/2014,1456,1,0,0,0,8204
300166,968,968,6,02/05/2015,839,1,0,0,0,7103
144560,856,856,5,12/09/2014,837,1,0,0,0,5618
12586,222,222,5,25/10/2013,623,1,1,0,0,5031
167151,782,782,2,26/11/2013,481,1,0,0,0,4843
60361,196,196,1,14/10/2013,678,1,0,0,0,4567
490104,18,18,4,01/08/2013,761,1,1,0,1,7334
178519,321,321,2,09/04/2013,642,1,1,0,0,6220
222087,1052,1052,2,16/04/2013,682,1,0,0,0,5686
460748,554,554,2,16/07/2013,476,1,1,0,1,4041
517246,416,416,1,10/11/2014,1568,1,1,0,0,13141
357610,278,278,1,08/07/2013,804,1,0,0,1,6721
313797,369,369,6,14/12/2013,692,1,0,0,0,8730
353733,434,434,4,15/05/2014,629,1,0,0,0,7739
647375,308,308,1,08/04/2013,1217,1,1,0,0,13810
306145,74,74,6,31/05/2014,755,1,0,0,0,5340
192520,565,565,4,27/11/2014,824,1,1,0,0,7809
697822,520,520,7,06/01/2013,0,0,0,0,0,0
290010,212,212,7,21/06/2015,0,0,0,0,0,0
438277,207,207,1,19/05/2014,1701,1,1,0,0,17375
313717,265,265,1,18/02/2013,778,1,1,0,0,8045
489548,292,292,4,04/09/2014,810,1,1,0,0,6725
237212,625,625,5,22/08/2014,666,1,1,0,0,6754
244458,86,86,3,15/10/2014,531,1,0,0,1,3407
695700,1094,1094,2,07/04/2015,377,1,0,0,1,4707
158354,870,870,5,19/04/2013,805,1,0,0,0,6263
146546,357,357,4,27/02/2014,821,1,0,0,1,6630
65948,592,592,5,02/05/2014,732,1,1,0,0,5835
252737,117,117,2,14/04/2015,546,1,1,0,0,4715
499760,714,714,2,16/07/2013,284,1,1,0,0,4420
222628,431,431,1,14/01/2013,905,1,0,0,0,7432
503612,850,850,6,28/02/2015,640,1,0,0,0,5896
353651,804,804,2,24/09/2013,382,1,1,0,0,4033
595363,551,551,6,07/06/2014,906,1,0,0,0,5593
672869,571,571,6,24/05/2014,701,1,0,0,0,9387
195846,420,420,5,22/03/2013,335,1,1,0,0,4023
24793,430,430,1,12/08/2013,968,1,1,0,1,13106
310423,770,770,5,28/06/2013,696,1,0,0,0,5755
625245,608,608,1,02/09/2013,930,1,0,0,0,7641
368585,330,330,6,25/07/2015,337,1,0,0,0,3662
505341,1075,1075,6,02/03/2013,1359,1,0,0,0,15222
82216,899,899,4,07/11/2013,650,1,1,0,0,6345
643578,802,802,3,06/11/2013,542,1,1,0,0,7355
490759,721,721,3,03/04/2013,716,1,0,0,1,6609
211157,1070,1070,2,10/02/2015,635,1,0,0,0,4537
583415,408,408,1,01/07/2013,601,1,1,0,0,6987
412575,731,731,6,20/06/2015,775,1,0,0,0,7194
556588,664,664,4,29/05/2014,0,0,0,a,0,0
126729,655,655,7,16/11/2014,0,0,0,0,0,0
544647,405,405,5,05/07/2013,580,1,1,0,0,5419
460059,205,205,3,01/10/2014,1011,1,1,0,0,7819
634046,199,199,4,13/02/2014,483,1,0,0,0,5686
278786,778,778,3,28/05/2014,797,1,0,0,0,5344
108964,303,303,1,15/07/2013,857,1,1,0,0,8594
667810,861,861,6,22/11/2014,434,1,0,0,0,3032
348896,1011,1011,3,31/12/2014,577,1,0,0,1,5588
402061,602,602,7,26/01/2014,0,0,0,0,0,0
265064,323,323,7,14/09/2014,0,0,0,0,0,0
286787,103,103,5,16/08/2013,417,1,1,0,0,4296
493304,637,637,7,29/06/2014,0,0,0,0,0,0
652127,612,612,1,18/03/2013,480,1,1,0,0,7696
383635,529,529,6,11/05/2013,697,1,0,0,0,6001
483567,358,358,5,26/12/2014,0,0,0,c,1,0
661975,659,659,5,25/04/2014,675,1,0,0,1,4707
649299,534,534,1,19/08/2013,455,1,0,0,1,5111
582416,622,622,3,28/08/2013,460,1,1,0,0,4423
14402,581,581,4,30/04/2015,786,1,1,0,0,7752
371472,835,835,6,10/08/2013,591,1,0,0,0,3944
677880,1060,1060,2,23/09/2014,751,1,0,0,0,5458
332514,127,127,2,14/07/2015,639,1,1,0,0,5797
313506,430,430,5,01/02/2013,660,1,0,0,0,7571
82688,158,158,5,25/04/2014,555,1,0,0,1,8501
433901,849,849,2,07/05/2013,833,1,0,0,0,6545
688084,950,950,2,24/09/2013,625,1,1,0,0,6561
64968,523,523,3,18/03/2015,1559,1,1,0,0,14105
207614,995,995,2,07/07/2015,625,1,0,0,0,7553
226045,846,846,7,13/04/2014,0,0,0,0,0,0
546025,1062,1062,3,19/02/2014,592,1,1,0,0,6742
664450,330,330,5,15/03/2013,433,1,0,0,0,4056
432377,574,574,2,01/10/2013,589,1,0,0,0,6702
470772,419,419,2,23/04/2013,927,1,1,0,0,5688
567473,87,87,5,11/07/2014,736,1,0,0,1,6000
624310,694,694,5,31/05/2013,893,1,1,0,1,10305
16622,1099,1099,4,31/01/2013,954,1,0,0,0,7861
602251,791,791,1,05/05/2014,1145,1,1,0,0,12271
240946,904,904,4,19/03/2015,512,1,1,0,0,6228
119169,977,977,1,18/02/2013,815,1,1,0,0,9003
157621,656,656,2,14/07/2015,429,1,1,0,0,3708
22964,267,267,6,31/08/2013,1692,1,0,0,0,13524
566565,655,655,1,17/03/2014,843,1,1,0,0,10015
101156,971,971,3,03/06/2015,989,1,1,0,0,8855
505482,446,446,3,01/10/2014,755,1,1,0,0,5983
584511,424,424,7,04/01/2015,0,0,0,0,0,0
591809,735,735,2,28/05/2013,659,1,1,0,0,7154
560675,185,185,3,14/01/2015,535,1,1,0,0,7745
235651,566,566,4,23/01/2014,507,1,1,0,0,4846
685341,244,244,4,27/11/2014,618,1,1,0,0,6520
460501,139,139,4,09/01/2014,607,1,1,0,0,7843
27766,225,225,6,14/02/2015,477,1,0,0,0,3961
515110,28,28,2,07/04/2015,545,1,0,0,0,4269
228816,499,499,1,20/07/2015,785,1,0,0,0,5398
119598,384,384,7,09/03/2014,0,0,0,0,0,0
29761,1023,1023,2,15/07/2014,560,1,1,0,0,5968
238295,442,442,6,17/01/2015,529,1,0,0,0,4647
241603,419,419,7,29/09/2013,0,0,0,0,0,0
686583,829,829,1,16/03/2015,936,1,1,0,0,8081
